purchase_id,customer_id,pet_id,product_id,category,breed,size_category,weight_kg,age_group,age_years,allergy,health_condition,purchased_at,quantity,rating,review,is_holdout
O00679,C0139,P0192,F0059,사료,말티즈,소형,5.7,퍼피,0.3,곡물 알레르기,,2026-05-27,3,2,첫 사료라 고민 많이 하다가 골랐어요. 먹는 건 좋아하는데 방귀 냄새가 심해졌어요. 환불 문의했어요ㅎㅎ,0
O00680,C0139,P0192,F0157,간식,말티즈,소형,5.7,퍼피,0.3,곡물 알레르기,,2026-07-20,1,5,여행 갈 때 간식으로 챙기려고 샀어요. 한 개 주면 더 달라고 계속 쳐다봐요. 이갈이 시기라 씹는 걸 좋아해요. 다른 맛도 사보려고요.,0
O00681,C0139,P0192,F0107,간식,말티즈,소형,5.7,퍼피,0.3,곡물 알레르기,,2026-07-20,1,4,훈련용으로 쓰려고 구매했어요. 너무 딱딱하지 않아서 노령견도 잘 씹어요.,1
O00682,C0140,P0193,F0171,간식,코커스패니얼,중형,8.3,퍼피,0.3,,,2025-04-28,1,4,퍼피용 부드러운 간식 찾던 중이었어요. 치석 제거 효과가 있는지 이빨이 깨끗해졌어요. 편식하는 아이도 이건 잘 먹어요. 훈련용으로 계속 재구매할 것 같아요.,0
O00683,C0140,P0193,F0061,사료,코커스패니얼,중형,8.3,퍼피,0.3,,,2025-09-11,1,4,동물병원에서 체중 관리용으로 추천받았어요. 적응 기간엔 잘 먹었는데 점점 흥미를 잃는 것 같아요. 활동량이 많은 편이라 잘 먹고 잘 뛰어놀아요ㅜㅜ,0
O00684,C0140,P0193,F0055,사료,코커스패니얼,중형,8.3,퍼피,0.3,,,2025-10-08,1,3,나쁘지 않아요. 그럭저럭 먹고 있어요. 활동량이 있는 편이라 이 정도는 금방 먹어요. 그럭저럭 먹이고 있어요.,1
O00685,C0141,P0194,F0113,간식,치와와,소형,4.5,시니어,8.2,,,2026-04-06,1,4,훈련할 때 반응이 확실히 좋아졌어요. 소분하기 좋게 포장돼 있어서 편해요. 예민한 편인 치와와인데 배탈 없이 잘 맞아요. 강아지들 사이에서 인기템이에요.,0
O00686,C0141,P0194,F0071,사료,치와와,소형,4.5,시니어,8.2,,,2026-06-25,1,4,대용량으로 시켜봤어요. 소화가 잘 되는지 방귀 냄새도 줄었어요. 밥 시간마다 꼬리를 흔들면서 달려와요. 소형견이라 알갱이(크기)가 딱 맞아요. 재구매 예정입니다.,1
O00687,C0142,P0195,F0195,간식,미니어처닥스훈트,소형,4.2,성견,5.6,,,2025-04-07,1,4,치석 관리용으로 알아보다 샀어요. 잘 먹는데 부스러기가 너무 많이 떨어져요. 효과가 좋아서 재구매 의사 있어요.,1
O00688,C0143,P0196,F0050,사료,토이푸들,소형,6.5,성견,2.4,곡물 알레르기,,2026-01-10,1,4,첫 사료라 고민 많이 하다가 골랐어요. 기호성은 좋은데 변이 자주 묽게 나와서 고민이에요.,0
O00689,C0143,P0196,F0055,사료,토이푸들,소형,6.5,성견,2.4,곡물 알레르기,,2026-01-11,1,4,소형견이라 알갱이 작은 걸로 찾다가 발견했어요. 그릇 비우는 속도가 달라졌어요. 푸들이라 활동량이 많아서 그런지 잘 먹고 소화도 잘돼요. 이 사료로 계속 갈 것 같아요~,0
O00690,C0143,P0196,F0142,간식,토이푸들,소형,6.5,성견,2.4,곡물 알레르기,,2026-02-19,1,4,새로운 맛 궁금해서 시켜봤어요. 많이 먹어도 속이 편한지 컨디션이 좋아요. 손에 들자마자 꼬리 흔들며 달려와요. 푸들이라 활동량이 많아서 그런지 잘 먹고 소화도 잘돼요. 강아지들 사이에서 인기템이에요.,0
O00691,C0143,P0196,F0148,간식,토이푸들,소형,6.5,성견,2.4,곡물 알레르기,,2026-04-05,1,5,다이어트 중이라 저칼로리 간식으로 골랐어요. 많이 먹어도 속이 편한지 컨디션이 좋아요. 입이 작은 아이라 한 번에 많이는 못 먹어요. 훈련용으로 계속 재구매할 것 같아요ㅎㅎ,1
O00692,C0144,P0197,F0155,간식,포메라니안,소형,6.7,퍼피,0.5,,관절이 약함,2025-02-14,1,4,미용 보상용으로 하나 사봤어요. 편식하는 아이도 이건 잘 먹어요. 소분하기 좋게 포장돼 있어서 편해요.,0
O00693,C0144,P0197,F0074,사료,포메라니안,소형,6.7,퍼피,0.5,,관절이 약함,2026-03-21,2,3,퍼피 전용으로 바꿔주려고 구매했어요. 그냥 그래요. 특별히 좋지도 나쁘지도 않아요. 포메라니안 특유로 소식하는 편이라 그런지 조금씩 남겨요.,1
O00694,C0144,P0198,F0105,간식,요크셔테리어,소형,3.0,성견,1.5,,비만 관리 중,2025-09-30,1,3,이빨 약한 노령견용으로 부드러운 걸 찾았어요. 보통이에요. 소형견이라 알갱이(크기)가 딱 맞아요. 무난하게 급여 중입니다.,0
O00695,C0144,P0198,F0030,사료,요크셔테리어,소형,3.0,성견,1.5,,비만 관리 중,2026-01-09,1,5,동물병원에서 체중 관리용으로 추천받았어요. 우리 아이가 정말 잘 먹어요. 냄새를 맡자마자 좋아하더라고요. 소형견이라 알갱이(크기)가 딱 맞아요. 효과가 좋아서 재구매 의사 있어요!!,1
O00696,C0145,P0199,F0063,사료,포메라니안,소형,6.6,퍼피,0.9,,관절이 약함,2024-09-23,1,4,입질 심한 아이라 소화 잘되는 걸로 찾았어요. 사료 그릇을 핥아먹을 정도로 좋아해요. 편식하던 아이인데 이건 남김없이 먹어요.,0
O00697,C0145,P0199,F0082,사료,포메라니안,소형,6.6,퍼피,0.9,,관절이 약함,2025-08-08,3,4,변 상태가 훨씬 단단해졌어요. 주변 강아지 친구들에게도 추천했어요ㅜㅜ,0
O00698,C0145,P0199,F0101,간식,포메라니안,소형,6.6,퍼피,0.9,,관절이 약함,2025-10-15,1,4,처음엔 잘 먹더니 물려하는지 요즘은 시큰둥해요. 효과가 좋아서 재구매 의사 있어요.,0
O00699,C0145,P0199,F0009,사료,포메라니안,소형,6.6,퍼피,0.9,,관절이 약함,2026-02-04,1,3,기존 사료 단종돼서 급하게 대체품 찾았어요. 가격은 좀 있는데 그만큼 잘 먹어서 만족해요. 이갈이 시기라 씹는 걸 좋아해요. 무난하게 급여 중입니다.,0
O00700,C0145,P0199,F0189,간식,포메라니안,소형,6.6,퍼피,0.9,,관절이 약함,2026-04-08,1,5,심심할 때 주려고 대용량으로 샀어요. 치석 제거 효과가 있는지 이빨이 깨끗해졌어요. 훈련할 때 반응이 확실히 좋아졌어요. 다른 맛도 사보려고요.,0
O00701,C0145,P0199,F0155,간식,포메라니안,소형,6.6,퍼피,0.9,,관절이 약함,2026-08-06,1,4,크기가 적당해서 소형견도 먹기 편해요. 냄새 맡자마자 자리에 앉아서 기다려요~,1
O00702,C0146,P0200,F0200,간식,프렌치불독,중형,18.3,성견,1.1,,,2026-02-21,2,4,산책 보상용으로 구매했어요. 좋아하긴 하는데 먹고 나서 변이 좀 물러요. 중형견이라 적당한 양인 것 같아요. 강아지들 사이에서 인기템이에요.,0
O00703,C0146,P0200,F0097,사료,프렌치불독,중형,18.3,성견,1.1,,,2026-02-26,1,4,시니어 사료로 갈아탈 시기가 돼서 주문했어요. 양은 적당한데 곡물이 들어있어서 우리 아이한테는 살짝 안 맞았어요.,0
O00704,C0146,P0200,F0106,간식,프렌치불독,중형,18.3,성견,1.1,,,2026-05-13,3,4,퍼피용 부드러운 간식 찾던 중이었어요. 맛있게는 먹는데 가격이 좀 부담돼요. 훈련용으로 계속 재구매할 것 같아요.,0
O00705,C0146,P0200,F0083,사료,프렌치불독,중형,18.3,성견,1.1,,,2026-06-20,1,4,다른 사료 다 먹여봤는데 이게 제일 잘 맞아서 재구매했어요. 변 색깔이랑 굳기가 딱 좋아요. 재구매 예정입니다.,1
O00706,C0147,P0201,F0077,사료,프렌치불독,중형,16.5,성견,4.6,,,2025-08-09,1,3,곡물 알레르기 있어서 곡물프리로 알아보다 구매했어요. 보통이에요. 가격 대비 괜찮아요. 무난하게 급여 중입니다.,0
O00707,C0147,P0201,F0144,간식,프렌치불독,중형,16.5,성견,4.6,,,2026-06-16,1,4,다이어트 중이라 저칼로리 간식으로 골랐어요. 처음엔 잘 먹더니 물려하는지 요즘은 시큰둥해요.,1
O00708,C0147,P0202,F0088,사료,래브라도리트리버,대형,30.3,시니어,13.9,,신장 관리식 필요,2026-04-29,3,3,대용량으로 시켜봤어요. 그럭저럭 먹고 있어요. 보통이에요. 그럭저럭 먹이고 있어요.,1
O00709,C0148,P0203,F0029,사료,토이푸들,소형,2.7,성견,6.3,,,2024-08-03,1,3,수의사 추천으로 바꿔봤어요. 그냥 그래요. 가격 대비 괜찮아요. 곱슬곱슬한 털이 더 부드러워진 것 같아요ㅜㅜ,0
O00710,C0148,P0203,F0044,사료,토이푸들,소형,2.7,성견,6.3,,,2025-03-15,1,3,대형견이라 그런지 사료값이 만만치 않아서 가성비 좋은 걸로 골랐어요. 나쁘지 않아요. 소형견이라 알갱이(크기)가 딱 맞아요. 무난하게 급여 중입니다.,0
O00711,C0148,P0203,F0104,간식,토이푸들,소형,2.7,성견,6.3,,,2025-07-15,1,5,여행 갈 때 간식으로 챙기려고 샀어요. 너무 딱딱하지 않아서 노령견도 잘 씹어요. 한 개 주면 더 달라고 계속 쳐다봐요. 효과가 좋아서 재구매 의사 있어요.,0
O00712,C0148,P0203,F0102,간식,토이푸들,소형,2.7,성견,6.3,,,2026-05-05,1,3,훈련용으로 쓰려고 구매했어요. 무난하게 주고 있어요. 보통이에요. 곱슬곱슬한 털이 더 부드러워진 것 같아요.,1
O00713,C0149,P0204,F0088,사료,골든리트리버,대형,33.6,성견,3.0,,,2025-07-01,1,3,리뷰 좋길래 반신반의로 시켜봤어요. 잘 먹기는 하는데 변이 좀 무르게 나와요. 그럭저럭 먹이고 있어요.,0
O00714,C0149,P0204,F0177,간식,골든리트리버,대형,33.6,성견,3.0,,,2025-12-02,1,2,"몇 입 먹다가 흥미를 잃어요. 대형견이라 그런지 양이 금방 줄어요. 전혀 안 먹어요, 비추합니다.",0
O00715,C0149,P0204,F0054,사료,골든리트리버,대형,33.6,성견,3.0,,,2026-02-10,1,4,예민한 장 때문에 저자극 사료 찾던 중이었어요. 물에 불리지 않아도 잘 먹어요. 장이 편안한지 컨디션이 좋아 보여요. 대형견이라 그런지 그릇 비우는 속도가 빨라요. 강력 추천해요.,0
O00716,C0149,P0204,F0016,사료,골든리트리버,대형,33.6,성견,3.0,,,2026-05-25,1,3,"동물병원에서 체중 관리용으로 추천받았어요. 처음엔 잘 먹더니 요즘은 시들해요, 그래도 소화는 잘 되는 것 같아요. 대형견이라 그런지 양이 금방 줄어요. 무난하게 급여 중입니다.",0
O00717,C0149,P0204,F0145,간식,골든리트리버,대형,33.6,성견,3.0,,,2026-07-07,1,5,산책 보상용으로 구매했어요. 손에 들자마자 꼬리 흔들며 달려와요. 다른 맛도 사보려고요.,0
O00718,C0149,P0204,F0186,간식,골든리트리버,대형,33.6,성견,3.0,,,2026-08-02,1,1,너무 딱딱해서 잘 못 씹어요. 과식했더니 토를 하더라고요.,1
O00719,C0150,P0205,F0177,간식,요크셔테리어,소형,6.8,성견,3.0,,,2026-05-20,1,3,새로운 맛 궁금해서 시켜봤어요. 냄새는 좋아하는데 크기가 커서 나눠줘야 해요. 그냥저냥 주고 있어요.,0
O00720,C0150,P0205,F0063,사료,요크셔테리어,소형,6.8,성견,3.0,,,2026-05-28,1,1,"시니어 사료로 갈아탈 시기가 돼서 주문했어요. 소화가 잘 안 되는지 토를 몇 번 했어요. 전혀 안 먹어요, 비추합니다.",0
O00721,C0150,P0205,F0192,간식,요크셔테리어,소형,6.8,성견,3.0,,,2026-06-04,1,3,장난감 대신 씹을 거리로 골랐어요. 잘 먹는데 부스러기가 너무 많이 떨어져요. 소형견이라 알갱이(크기)가 딱 맞아요. 무난하게 급여 중입니다.,0
O00722,C0150,P0205,F0070,사료,요크셔테리어,소형,6.8,성견,3.0,,,2026-06-12,1,5,소형견이라 알갱이 작은 걸로 찾다가 발견했어요. 냄새를 맡자마자 좋아하더라고요. 밥 시간마다 꼬리를 흔들면서 달려와요~,0
O00723,C0150,P0205,F0128,간식,요크셔테리어,소형,6.8,성견,3.0,,,2026-06-29,1,4,잘 먹긴 하는데 너무 딱딱해서 걱정돼요. 소형견이라 알갱이(크기)가 딱 맞아요.,0
O00724,C0150,P0205,F0094,사료,요크셔테리어,소형,6.8,성견,3.0,,,2026-07-16,1,3,대용량으로 시켜봤어요. 잘 먹는데 사료 냄새가 집안에 좀 남아요. 입이 작은 아이라 한 번에 많이는 못 먹어요. 그럭저럭 먹이고 있어요.,1
O00725,C0151,P0206,F0080,사료,래브라도리트리버,대형,39.8,시니어,11.5,,,2025-07-07,2,4,대형견이라 그런지 사료값이 만만치 않아서 가성비 좋은 걸로 골랐어요. 소화가 잘 되는지 방귀 냄새도 줄었어요.,0
O00726,C0151,P0206,F0199,간식,래브라도리트리버,대형,39.8,시니어,11.5,,,2025-10-16,1,1,생각보다 딱딱해서 이빨 약한 아이는 힘들어해요. 부스러기가 많이 떨어져서 청소가 번거로워요.,0
O00727,C0151,P0206,F0039,사료,래브라도리트리버,대형,39.8,시니어,11.5,,,2026-03-18,5,5,퍼피 전용으로 바꿔주려고 구매했어요. 활력이 좋아진 것 같아요. 털에 윤기가 도는 게 눈에 보여요. 이빨이 약해진 나이라 부드러운 걸 좋아해요. 이 사료로 계속 갈 것 같아요.,0
O00728,C0151,P0206,F0140,간식,래브라도리트리버,대형,39.8,시니어,11.5,,,2026-05-20,1,5,너무 딱딱하지 않아서 노령견도 잘 씹어요. 냄새 맡자마자 자리에 앉아서 기다려요. 훈련용으로 계속 재구매할 것 같아요.,1
O00729,C0152,P0207,F0089,사료,시츄,소형,2.6,시니어,13.4,,,2025-01-21,1,5,입질 심한 아이라 소화 잘되는 걸로 찾았어요. 우리 아이가 정말 잘 먹어요. 나이가 있어서 그런지 예전보다 적게 먹네요. 주변 강아지 친구들에게도 추천했어요.,0
O00730,C0152,P0207,F0067,사료,시츄,소형,2.6,시니어,13.4,,,2026-03-13,1,5,곡물 알레르기 있어서 곡물프리로 알아보다 구매했어요. 그릇 비우는 속도가 달라졌어요. 이빨이 약해진 나이라 부드러운 걸 좋아해요. 강력 추천해요.,1
O00731,C0153,P0208,F0108,간식,포메라니안,소형,6.1,성견,3.4,,,2023-12-28,1,3,이빨 약한 노령견용으로 부드러운 걸 찾았어요. 그냥 그래요. 털이 풍성한 아이라 그런지 피모 개선 효과가 보여요. 그냥저냥 주고 있어요.,0
O00732,C0153,P0208,F0112,간식,포메라니안,소형,6.1,성견,3.4,,,2024-07-02,1,5,소형견용 작은 사이즈로 찾다가 발견했어요. 치석 제거 효과가 있는지 이빨이 깨끗해졌어요. 소분하기 좋게 포장돼 있어서 편해요!!,0
O00733,C0153,P0208,F0080,사료,포메라니안,소형,6.1,성견,3.4,,,2024-08-07,1,5,물에 불리지 않아도 잘 먹어요. 변 색깔이랑 굳기가 딱 좋아요. 포메라니안 특유로 소식하는 편이라 그런지 조금씩 남겨요. 재구매 예정입니다.,0
O00734,C0153,P0208,F0046,사료,포메라니안,소형,6.1,성견,3.4,,,2025-02-22,3,5,기존 사료 단종돼서 급하게 대체품 찾았어요. 변 상태가 훨씬 단단해졌어요. 포메라니안 특유로 소식하는 편이라 그런지 조금씩 남겨요.,0
O00735,C0153,P0208,F0012,사료,포메라니안,소형,6.1,성견,3.4,,,2025-04-16,1,5,예민한 장 때문에 저자극 사료 찾던 중이었어요. 기호성은 최고인데 며칠 먹이니 살짝 가려워하더라고요. 효과가 좋아서 재구매 의사 있어요.,0
O00736,C0153,P0208,F0164,간식,포메라니안,소형,6.1,성견,3.4,,,2026-04-11,1,5,한 개 주면 더 달라고 계속 쳐다봐요. 크기가 적당해서 소형견도 먹기 편해요. 털이 풍성한 아이라 그런지 피모 개선 효과가 보여요. 강아지들 사이에서 인기템이에요.,1
O00737,C0154,P0209,F0067,사료,말티즈,소형,7.0,시니어,12.8,,,2025-07-09,1,4,우리 아이가 정말 잘 먹어요. 털에 윤기가 도는 게 눈에 보여요. 이빨이 약해진 나이라 부드러운 걸 좋아해요. 재구매 예정입니다.,1
O00738,C0154,P0210,F0024,사료,래브라도리트리버,대형,34.4,성견,4.8,소고기 알레르기,,2025-12-26,1,5,다른 사료 다 먹여봤는데 이게 제일 잘 맞아서 재구매했어요. 밥 시간마다 꼬리를 흔들면서 달려와요. 장이 편안한지 컨디션이 좋아 보여요ㅜㅜ,0
O00739,C0154,P0210,F0080,사료,래브라도리트리버,대형,34.4,성견,4.8,소고기 알레르기,,2026-02-24,1,1,처음엔 좀 먹더니 며칠 지나니 안 먹으려고 해요. 며칠 먹이니 몸을 자꾸 긁더라고요~,1
O00740,C0155,P0211,F0049,사료,포메라니안,소형,6.7,성견,1.2,,,2025-01-01,1,3,리뷰 좋길래 반신반의로 시켜봤어요. 특별히 좋지도 나쁘지도 않아요.,0
O00741,C0155,P0211,F0151,간식,포메라니안,소형,6.7,성견,1.2,,,2025-03-11,1,4,심심할 때 주려고 대용량으로 샀어요. 많이 먹어도 속이 편한지 컨디션이 좋아요. 편식하는 아이도 이건 잘 먹어요. 효과가 좋아서 재구매 의사 있어요.,0
O00742,C0155,P0211,F0042,사료,포메라니안,소형,6.7,성견,1.2,,,2026-02-22,1,4,사료 그릇을 핥아먹을 정도로 좋아해요. 소화가 잘 되는지 방귀 냄새도 줄었어요. 입이 작은 아이라 한 번에 많이는 못 먹어요. 이 사료로 계속 갈 것 같아요ㅜㅜ,0
O00743,C0155,P0211,F0055,사료,포메라니안,소형,6.7,성견,1.2,,,2026-06-06,1,5,첫 사료라 고민 많이 하다가 골랐어요. 편식하던 아이인데 이건 남김없이 먹어요. 냄새를 맡자마자 좋아하더라고요. 입이 작은 아이라 한 번에 많이는 못 먹어요. 효과가 좋아서 재구매 의사 있어요.,1
O00744,C0156,P0212,F0080,사료,비글,중형,8.5,퍼피,0.9,피부 알레르기 체질,,2024-09-08,1,5,수의사 추천으로 바꿔봤어요. 활력이 좋아진 것 같아요. 비글답게 먹는 거라면 다 좋아해요. 주변 강아지 친구들에게도 추천했어요.,0
O00745,C0156,P0212,F0041,사료,비글,중형,8.5,퍼피,0.9,피부 알레르기 체질,,2026-01-29,1,5,시니어 사료로 갈아탈 시기가 돼서 주문했어요. 그릇 비우는 속도가 달라졌어요. 우리 아이가 정말 잘 먹어요. 성장기라 그런지 잘 먹고 살도 오르는 것 같아요.,0
O00746,C0156,P0212,F0056,사료,비글,중형,8.5,퍼피,0.9,피부 알레르기 체질,,2026-05-27,1,4,기존 사료 단종돼서 급하게 대체품 찾았어요. 기호성은 좋은데 변이 자주 묽게 나와서 고민이에요. 강력 추천해요.,1
O00747,C0157,P0213,F0137,간식,코커스패니얼,중형,11.6,성견,3.8,,,2023-09-09,1,4,미용 보상용으로 하나 사봤어요. 좋아하긴 하는데 며칠 먹이니 살짝 가려워하는 것 같아요. 다른 맛도 사보려고요.,0
O00748,C0157,P0213,F0194,간식,코커스패니얼,중형,11.6,성견,3.8,,,2024-10-15,1,5,치석 관리용으로 알아보다 샀어요. 훈련할 때 반응이 확실히 좋아졌어요.,0
O00749,C0157,P0213,F0111,간식,코커스패니얼,중형,11.6,성견,3.8,,,2024-12-02,3,4,소형견용 작은 사이즈로 찾다가 발견했어요. 편식하는 아이도 이건 잘 먹어요. 한 개 주면 더 달라고 계속 쳐다봐요.,0
O00750,C0157,P0213,F0142,간식,코커스패니얼,중형,11.6,성견,3.8,,,2025-06-05,1,5,장난감 대신 씹을 거리로 골랐어요. 너무 딱딱하지 않아서 노령견도 잘 씹어요. 치석 제거 효과가 있는지 이빨이 깨끗해졌어요. 다른 맛도 사보려고요.,0
O00751,C0157,P0213,F0181,간식,코커스패니얼,중형,11.6,성견,3.8,,,2025-07-21,1,3,이빨 약한 노령견용으로 부드러운 걸 찾았어요. 잘 씹어 먹긴 하는데 양이 너무 적어서 금방 없어져요. 그냥저냥 주고 있어요ㅎㅎ,0
O00752,C0157,P0213,F0164,간식,코커스패니얼,중형,11.6,성견,3.8,,,2026-01-29,1,4,훈련할 때 반응이 확실히 좋아졌어요. 많이 먹어도 속이 편한지 컨디션이 좋아요. 귀가 큰 편이라 먹을 때 귀가 그릇에 빠지곤 해요. 효과가 좋아서 재구매 의사 있어요.,0
O00753,C0157,P0213,F0172,간식,코커스패니얼,중형,11.6,성견,3.8,,,2026-02-08,1,4,손에 들자마자 꼬리 흔들며 달려와요. 소분하기 좋게 포장돼 있어서 편해요. 훈련용으로 계속 재구매할 것 같아요.,0
O00754,C0157,P0213,F0109,간식,코커스패니얼,중형,11.6,성견,3.8,,,2026-05-21,2,3,산책 보상용으로 구매했어요. 냄새는 좋아하는데 크기가 커서 나눠줘야 해요. 활동량이 있는 편이라 이 정도는 금방 먹어요.,1
O00755,C0158,P0214,F0033,사료,치와와,소형,3.7,성견,4.5,,,2023-08-10,1,3,곡물 알레르기 있어서 곡물프리로 알아보다 구매했어요. 무난하게 먹입니다. 가격 대비 괜찮아요. 치와와라 양을 조금만 줘도 충분해요. 그럭저럭 먹이고 있어요.,0
O00756,C0158,P0214,F0090,사료,치와와,소형,3.7,성견,4.5,,,2024-02-25,1,5,리뷰 좋길래 반신반의로 시켜봤어요. 소화가 잘 되는지 방귀 냄새도 줄었어요. 사료 그릇을 핥아먹을 정도로 좋아해요. 치와와라 양을 조금만 줘도 충분해요. 효과가 좋아서 재구매 의사 있어요.,0
O00757,C0158,P0214,F0143,간식,치와와,소형,3.7,성견,4.5,,,2024-10-31,2,3,무난하게 주고 있어요. 나쁘지 않아요. 치와와라 양을 조금만 줘도 충분해요. 무난하게 급여 중입니다.,0
O00758,C0158,P0214,F0112,간식,치와와,소형,3.7,성견,4.5,,,2025-12-17,1,2,새로운 맛 궁금해서 시켜봤어요. 잘 먹는데 부스러기가 너무 많이 떨어져요. 치와와라 양을 조금만 줘도 충분해요. 재구매 의사는 없어요.,1
O00759,C0159,P0215,F0107,간식,도베르만,대형,29.9,시니어,12.8,,,2024-07-09,1,5,퍼피용 부드러운 간식 찾던 중이었어요. 크기가 적당해서 소형견도 먹기 편해요. 냄새 맡자마자 자리에 앉아서 기다려요. 강아지들 사이에서 인기템이에요.,0
O00760,C0159,P0215,F0004,사료,도베르만,대형,29.9,시니어,12.8,,,2024-10-21,1,3,입질 심한 아이라 소화 잘되는 걸로 찾았어요. 그럭저럭 먹고 있어요. 덩치가 커서 그런지 먹는 양도 많아요. 무난하게 급여 중입니다.,1
O00761,C0160,P0216,F0143,간식,치와와,소형,2.5,시니어,10.4,곡물 알레르기,,2024-09-27,1,5,치석 관리용으로 알아보다 샀어요. 훈련할 때 반응이 확실히 좋아졌어요. 한 개 주면 더 달라고 계속 쳐다봐요. 효과가 좋아서 재구매 의사 있어요.,0
O00762,C0160,P0216,F0054,사료,치와와,소형,2.5,시니어,10.4,곡물 알레르기,,2025-04-17,5,5,대형견이라 그런지 사료값이 만만치 않아서 가성비 좋은 걸로 골랐어요. 털에 윤기가 도는 게 눈에 보여요. 그릇 비우는 속도가 달라졌어요. 치와와라 양을 조금만 줘도 충분해요. 강력 추천해요.,0
O00763,C0160,P0216,F0070,사료,치와와,소형,2.5,시니어,10.4,곡물 알레르기,,2025-11-09,2,4,동물병원에서 체중 관리용으로 추천받았어요. 활력이 좋아진 것 같아요. 변 색깔이랑 굳기가 딱 좋아요. 재구매 예정입니다.,1
O00764,C0161,P0217,F0077,사료,허스키,대형,22.2,퍼피,0.4,,,2026-06-26,1,5,대용량으로 시켜봤어요. 냄새를 맡자마자 좋아하더라고요. 편식하던 아이인데 이건 남김없이 먹어요. 이 사료로 계속 갈 것 같아요.,0
O00765,C0161,P0217,F0156,간식,허스키,대형,22.2,퍼피,0.4,,,2026-08-08,3,4,심심할 때 주려고 대용량으로 샀어요. 좋아하긴 하는데 며칠 먹이니 살짝 가려워하는 것 같아요. 훈련용으로 계속 재구매할 것 같아요.,1
O00766,C0162,P0218,F0090,사료,프렌치불독,중형,12.7,시니어,9.2,,,2024-07-01,2,5,밥 시간마다 꼬리를 흔들면서 달려와요. 변 상태가 훨씬 단단해졌어요.,0
O00767,C0162,P0218,F0043,사료,프렌치불독,중형,12.7,시니어,9.2,,,2025-03-23,1,4,퍼피 전용으로 바꿔주려고 구매했어요. 물에 불리지 않아도 잘 먹어요. 장이 편안한지 컨디션이 좋아 보여요. 주변 강아지 친구들에게도 추천했어요.,0
O00768,C0162,P0218,F0066,사료,프렌치불독,중형,12.7,시니어,9.2,,,2025-06-04,2,3,보통이에요. 특별히 좋지도 나쁘지도 않아요.,0
O00769,C0162,P0218,F0081,사료,프렌치불독,중형,12.7,시니어,9.2,,,2025-07-07,1,5,냄새를 맡자마자 좋아하더라고요. 털에 윤기가 도는 게 눈에 보여요. 재구매 예정입니다.,0
O00770,C0162,P0218,F0065,사료,프렌치불독,중형,12.7,시니어,9.2,,,2025-09-02,1,4,예민한 장 때문에 저자극 사료 찾던 중이었어요. 장이 편안한지 컨디션이 좋아 보여요. 변 색깔이랑 굳기가 딱 좋아요. 효과가 좋아서 재구매 의사 있어요ㅎㅎ,0
O00771,C0162,P0218,F0047,사료,프렌치불독,중형,12.7,시니어,9.2,,,2026-01-14,1,5,소화가 잘 되는지 방귀 냄새도 줄었어요. 밥 시간마다 꼬리를 흔들면서 달려와요. 활동량이 있는 편이라 이 정도는 금방 먹어요. 강력 추천해요~,0
O00772,C0162,P0218,F0096,사료,프렌치불독,중형,12.7,시니어,9.2,,,2026-06-24,1,3,나쁘지 않아요. 그냥 그래요.,0
O00773,C0162,P0218,F0156,간식,프렌치불독,중형,12.7,시니어,9.2,,,2026-08-02,1,5,다이어트 중이라 저칼로리 간식으로 골랐어요. 좋아하긴 하는데 먹고 나서 변이 좀 물러요. 코가 짧은 아이라 급하게 먹다가 사레들릴까 걱정했는데 괜찮아요. 강아지들 사이에서 인기템이에요.,1
O00774,C0162,P0219,F0166,간식,비글,중형,18.3,퍼피,0.4,,,2024-11-19,1,4,손에 들자마자 꼬리 흔들며 달려와요. 성장기라 그런지 잘 먹고 살도 오르는 것 같아요. 다른 맛도 사보려고요.,0
O00775,C0162,P0219,F0122,간식,비글,중형,18.3,퍼피,0.4,,,2025-12-11,1,3,여행 갈 때 간식으로 챙기려고 샀어요. 가격 대비 괜찮아요. 식탐이 많은 아이라 순식간에 그릇을 비워요. 그냥저냥 주고 있어요.,0
O00776,C0162,P0219,F0077,사료,비글,중형,18.3,퍼피,0.4,,,2026-03-15,3,4,소형견이라 알갱이 작은 걸로 찾다가 발견했어요. 적응 기간엔 잘 먹었는데 점점 흥미를 잃는 것 같아요. 활동량이 있는 편이라 이 정도는 금방 먹어요. 이 사료로 계속 갈 것 같아요!!,0
O00777,C0162,P0219,F0134,간식,비글,중형,18.3,퍼피,0.4,,,2026-06-10,1,4,훈련용으로 쓰려고 구매했어요. 편식하는 아이도 이건 잘 먹어요. 활동량이 있는 편이라 이 정도는 금방 먹어요. 다른 맛도 사보려고요.,1
O00778,C0163,P0220,F0141,간식,말티즈,소형,4.2,시니어,12.3,,,2026-02-12,1,3,미용 보상용으로 하나 사봤어요. 특별한 건 없어요. 그냥 그래요. 입이 작은 아이라 한 번에 많이는 못 먹어요. 무난하게 급여 중입니다.,0
O00779,C0163,P0220,F0039,사료,말티즈,소형,4.2,시니어,12.3,,,2026-06-24,1,4,수의사 추천으로 바꿔봤어요. 물에 불리지 않아도 잘 먹어요. 변 상태가 훨씬 단단해졌어요. 주변 강아지 친구들에게도 추천했어요.,0
O00780,C0163,P0220,F0090,사료,말티즈,소형,4.2,시니어,12.3,,,2026-06-29,1,5,편식하던 아이인데 이건 남김없이 먹어요. 활력이 좋아진 것 같아요.,1
